Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ41,OUT049,4034.2297
FDQ27,OUT035,1846.6418
FDC26,OUT017,1894.5742
NCF43,OUT027,3556.7307
NCR50,OUT035,2626.9749
FDE39,OUT018,1692.9069
FDN49,OUT027,1282.9951
DRG11,OUT035,1868.9198
NCA18,OUT049,2087.1414
FDM36,OUT018,2292.2566
FDW32,OUT017,1441.2805
NCQ18,OUT010,350.36157
FDX14,OUT027,2005.5494
FDD46,OUT017,2557.493
FDI34,OUT019,674.6294
NCJ17,OUT035,1494.7822
FDB52,OUT035,4159.0664
FDV55,OUT018,2149.0835
FDC57,OUT046,3051.6772
FDB29,OUT046,1982.5645
NCO43,OUT035,1793.2755
FDG44,OUT045,914.9314
FDJ34,OUT045,2218.7925
FDH40,OUT049,1425.6542
NCD07,OUT027,2785.199
FDB41,OUT017,788.64294
FDH47,OUT018,1332.6902
DRK37,OUT035,3153.5344
FDM25,OUT019,567.3669
NCX06,OUT045,2949.4038
NCS05,OUT017,2224.645
FDS39,OUT045,2395.0642
FDC47,OUT027,5698.1294
FDG20,OUT013,2883.9949
DRL23,OUT017,1806.2955
FDY33,OUT013,2605.2979
NCH18,OUT045,3644.5908
FDX47,OUT035,2658.2205
NCB06,OUT045,2627.8472
FDP36,OUT049,921.0159
FDW44,OUT018,2261.5803
NCU41,OUT018,2597.1873
NCS17,OUT046,1641.1211
FDD46,OUT035,2708.1355
FDE45,OUT017,2931.2983
FDI09,OUT017,3869.3572
NCJ54,OUT010,763.8849
NCA29,OUT018,2353.2876
NCN41,OUT027,3043.1345
FDY34,OUT035,2878.8105
NCG55,OUT035,2041.0419
DRM49,OUT046,913.8314
NCB42,OUT049,2044.9891
FDE58,OUT045,2042.3114
DRJ25,OUT013,821.06525
FDS47,OUT010,285.1304
FDY21,OUT049,3229.4646
NCI54,OUT013,1759.6423
FDO24,OUT017,2537.412
FDY43,OUT035,2842.6323
FDF35,OUT018,1530.5242
NCP29,OUT019,218.73605
FDN28,OUT027,2529.7678
FDJ50,OUT018,690.9768
FDQ14,OUT027,3712.3313
FDC37,OUT035,1830.3646
FDN08,OUT046,2019.6215
FDD04,OUT035,2319.5203
FDW34,OUT018,3062.2175
FDP04,OUT017,1109.6256
NCG07,OUT017,3093.8604
NCN14,OUT018,2495.2734
FDJ16,OUT045,1005.8266
NCM42,OUT045,1859.8306
NCF19,OUT046,915.52905
FDY21,OUT018,2634.2112
FDY19,OUT035,2013.9562
FDV09,OUT045,2534.3616
FDA28,OUT013,2036.6385
FDC38,OUT018,1871.8633
FDL28,OUT045,3664.1162
NCH43,OUT049,3442.6963
NCN53,OUT045,663.3987
NCW05,OUT017,1841.0564
NCO30,OUT018,2513.429
FDT04,OUT019,212.11807
FDB27,OUT018,2712.8242
NCK07,OUT013,2606.7344
NCA53,OUT013,751.7312
FDB33,OUT018,2210.421
FDU37,OUT017,1338.7202
FDR13,OUT035,1974.5327
FDE45,OUT049,3014.0952
FDV37,OUT017,3258.5461
FDX44,OUT019,268.9178
NCL06,OUT017,4055.3164
FDJ28,OUT045,3098.483
FDX55,OUT049,3552.2546
NCK17,OUT018,493.55606
FDH52,OUT035,1075.3842
FDN13,OUT027,2457.9736
FDK44,OUT018,2352.1313
FDU16,OUT046,1449.1147
FDZ07,OUT017,994.4727
NCN06,OUT027,4175.245
FDH02,OUT010,269.50833
NCW18,OUT045,3577.3948
FDH57,OUT013,2057.364
FDV35,OUT045,2513.553
NCU29,OUT013,2286.8928
NCP02,OUT046,1113.9794
FDN44,OUT013,2570.04
FDX03,OUT018,575.8641
FDR11,OUT010,364.5374
FDA36,OUT046,3154.3435
FDP58,OUT027,5513.6123
FDH31,OUT045,1689.2081
FDH34,OUT035,3077.5361
FDS13,OUT035,4264.023
FDT01,OUT018,2825.255
FDY09,OUT049,2982.6475
FDV33,OUT027,6171.7085
NCW29,OUT010,412.74094
NCN17,OUT045,1718.2875
FDX01,OUT046,2029.7815
FDL03,OUT049,3214.9968
DRL59,OUT049,1019.86743
DRM11,OUT027,6326.208
FDA43,OUT049,3270.812
FDZ56,OUT010,451.18155
FDI44,OUT018,1072.3182
FDB50,OUT013,1253.2664
FDU15,OUT019,218.745
NCJ19,OUT019,286.14734
FDD48,OUT013,1773.5934
NCW42,OUT035,3555.7886
FDL24,OUT017,2870.3682
NCB30,OUT013,3172.1445
FDK25,OUT013,2694.92
FDW28,OUT049,3278.359
FDD47,OUT017,2884.4827
FDK16,OUT019,279.41342
FDW37,OUT046,1621.9098
FDA48,OUT035,3667.5347
FDA14,OUT017,2424.8027
FDV15,OUT013,1617.1647
FDN22,OUT049,3599.723
NCD55,OUT045,766.5977
FDY43,OUT013,2693.404
NCU05,OUT017,1349.4529
FDF10,OUT035,2615.3586
FDR39,OUT018,2496.7332
FDG40,OUT013,568.62714
FDZ28,OUT019,389.2776
FDE02,OUT045,1580.155
FDU60,OUT049,2968.6997
FDM21,OUT013,3807.4832
FDV52,OUT019,351.66016
NCW06,OUT013,3063.732
FDX36,OUT035,3853.8184
FDT35,OUT027,4210.8345
NCL19,OUT010,447.62894
NCD31,OUT046,2565.1587
FDE53,OUT019,316.12967
FDW58,OUT019,324.224
DRF48,OUT046,2783.6665
FDW57,OUT035,3053.989
DRH13,OUT017,1814.0061
FDT33,OUT013,2740.1287
DRK47,OUT027,5769.0557
FDY22,OUT010,510.01688
FDC35,OUT019,542.8996
FDO03,OUT013,3703.102
FDF24,OUT045,1373.2189
FDF56,OUT018,2358.3206
FDD28,OUT013,898.0576
FDG53,OUT027,3495.775
FDO27,OUT019,302.93494
NCF54,OUT018,2341.028
FDC20,OUT027,1547.319
FDU10,OUT046,822.6916
DRA24,OUT018,2202.5364
FDA02,OUT010,400.56314
FDG10,OUT017,962.71844
FDW39,OUT010,593.23114
FDP04,OUT019,225.14706
NCM55,OUT013,2906.0837
FDG47,OUT045,3468.8545
NCU41,OUT017,3176.5105
NCK31,OUT017,884.5432
FDZ46,OUT045,1929.4198
FDU13,OUT027,3647.6401
NCF19,OUT045,885.03186
NCJ43,OUT013,2732.9211
NCJ05,OUT045,2541.026
FDS04,OUT027,3412.0125
FDX28,OUT010,329.90872
FDB41,OUT027,1393.3032
FDG53,OUT046,2360.7952
FDL15,OUT010,499.60214
FDQ08,OUT049,957.5682
DRN36,OUT013,1584.6016
FDI46,OUT013,3760.2388
FDG16,OUT027,5460.385
FDV32,OUT013,968.3236
FDF44,OUT010,392.4577
FDK04,OUT018,747.5328
NCA41,OUT013,3133.143
FDD51,OUT017,762.06805
NCZ53,OUT045,3039.0054
FDP01,OUT027,3735.1353
FDY25,OUT049,3096.3198
FDB17,OUT018,2464.4224
NCV54,OUT018,1693.0212
FDJ32,OUT017,1075.1818
FDA37,OUT049,2151.7192
FDG35,OUT035,3032.6667
NCM05,OUT018,3420.77
FDG45,OUT046,3290.8887
FDH28,OUT013,655.21716
NCE18,OUT049,3657.0005
FDH38,OUT045,1967.4984
FDR56,OUT013,3258.7068
FDH17,OUT027,2424.347
FDD39,OUT049,3620.7625
FDB41,OUT049,888.45746
NCR53,OUT046,3280.1758
FDX46,OUT017,962.71844
FDV28,OUT049,734.1665
FDA08,OUT018,2178.6147
FDH45,OUT017,727.62787
NCS38,OUT010,385.16885
FDD40,OUT010,548.96674
DRM59,OUT035,2614.0312
NCJ43,OUT018,2390.1248
NCN29,OUT013,780.7007
NCC19,OUT045,3069.8745
FDR56,OUT035,3273.7708
FDZ43,OUT049,3713.8945
FDJ32,OUT010,294.09424
DRH03,OUT017,1569.4966
NCZ54,OUT035,2776.0479
FDE26,OUT017,2400.04
FDS03,OUT045,1115.9049
DRZ24,OUT019,387.31006
FDO48,OUT027,5424.708
FDW39,OUT049,2954.2673
NCK05,OUT049,1268.7954
NCK30,OUT017,4056.6262
FDT27,OUT018,2996.5002
FDS08,OUT019,518.04584
NCJ19,OUT049,1089.0599
FDC58,OUT045,831.2493
DRE37,OUT013,2908.958
FDW02,OUT035,2182.1282
FDJ02,OUT010,393.17606
FDX09,OUT045,2885.7007
FDT31,OUT010,565.44934
FDI24,OUT049,3029.6194
FDY09,OUT045,2889.898
FDV28,OUT045,707.9749
DRM47,OUT049,3182.5254
FDT52,OUT019,801.34
FDI48,OUT018,757.3558
FDY55,OUT017,4156.8164
FDU48,OUT013,2005.2312
FDN25,OUT045,952.2052
FDP20,OUT049,2229.833
FDJ15,OUT013,3023.0125
FDD04,OUT018,1960.1096
FDY58,OUT045,3412.091
FDR37,OUT018,2436.293
FDF44,OUT013,2085.7222
FDD32,OUT045,1388.0284
FDR57,OUT017,2631.7397
DRG39,OUT027,1544.8662
FDX15,OUT017,2637.1484
DRN37,OUT045,2766.4773
FDW40,OUT027,3493.084
FDB32,OUT049,1660.0371
FDM40,OUT018,1997.616
FDE39,OUT027,2946.7444
DRH49,OUT017,1408.3722
FDT46,OUT049,999.79913
NCF06,OUT035,3859.6177
FDP07,OUT017,3251.4707
FDC04,OUT013,4268.972
FDZ32,OUT017,1753.6879
FDD50,OUT045,2765.4067
FDU56,OUT017,3048.1536
FDV34,OUT017,1210.7968
NCY41,OUT013,637.51636
NCK18,OUT046,2577.4048
DRH25,OUT049,1056.6187
FDT57,OUT046,3089.8577
FDV56,OUT018,1471.5215
FDV12,OUT045,1642.8225
FDN52,OUT017,1493.4392
FDX38,OUT035,860.49084
FDE47,OUT018,1755.5922
NCO07,OUT013,3330.5579
FDV09,OUT027,3736.474
FDZ23,OUT019,599.42523
DRH51,OUT018,1252.9564
NCY54,OUT045,2770.07
DRG49,OUT013,3628.1519
NCC19,OUT049,3165.9854
NCV53,OUT045,3681.4106
FDZ47,OUT019,320.0822
NCO26,OUT018,1625.1194
NCP02,OUT045,1073.7604
NCW30,OUT018,3313.7747
NCN55,OUT046,3186.3948
FDB20,OUT010,302.1133
DRL11,OUT013,2492.5205
DRD60,OUT045,2881.4187
FDW14,OUT010,269.07224
FDL27,OUT010,316.19443
FDU09,OUT018,736.9277
DRH36,OUT027,1952.4119
FDP34,OUT027,3791.573
FDE04,OUT017,2967.3262
FDZ57,OUT027,3129.1223
FDF02,OUT010,319.4829
FDG28,OUT045,3830.667
NCI31,OUT046,732.803
FDT43,OUT013,802.90106
FDU20,OUT046,2065.295
FDD53,OUT013,684.2925
FDW15,OUT045,2525.0117
NCT53,OUT045,2671.0073
NCG55,OUT027,2854.2568
FDD48,OUT035,1925.212
FDG47,OUT049,3487.4324
FDI21,OUT017,1060.372
FDT27,OUT017,3815.6426
DRO35,OUT013,1792.3705
FDD33,OUT017,3856.4822
FDC04,OUT035,3998.5527
FDY34,OUT013,2695.1746
DRJ49,OUT049,2328.4055
FDE05,OUT049,2461.3933
FDU31,OUT017,3621.8083
NCN19,OUT027,4837.3564
FDK56,OUT027,4753.105
FDK58,OUT017,1741.4247
NCJ42,OUT035,1802.5701
FDZ34,OUT027,4854.4985
FDA52,OUT018,2302.69
NCR29,OUT013,877.3513
FDT48,OUT035,3309.8606
DRJ51,OUT019,697.47577
NCS54,OUT046,2722.437
FDV01,OUT035,2633.228
DRG51,OUT027,3787.6829
NCG42,OUT013,2076.0867
FDA51,OUT049,1990.5632
FDV19,OUT010,474.202
NCT18,OUT045,2949.4038
NCS41,OUT045,2983.2192
FDO03,OUT046,3270.6611
FDL12,OUT010,230.38283
FDY37,OUT010,381.31393
FDI58,OUT049,1691.1669
FDT28,OUT018,2072.806
NCC42,OUT010,440.13077
FDO01,OUT017,2180.7434
FDJ02,OUT013,2341.3638
FDQ04,OUT018,539.5415
DRL47,OUT013,1988.9589
FDZ32,OUT035,1832.1833
FDC35,OUT035,3289.9827
FDX14,OUT045,1246.9404
FDZ35,OUT013,1610.0995
FDL14,OUT013,2485.6345
FDO04,OUT049,1025.6124
DRK11,OUT017,2459.4822
FDB44,OUT018,2894.9592
FDZ50,OUT049,3122.8616
FDI12,OUT027,2235.0251
FDU43,OUT017,3900.384
FDD58,OUT010,394.7701
FDB27,OUT017,3235.505
FDB04,OUT018,1180.1561
NCO17,OUT013,1873.0836
FDL12,OUT017,1000.32336
DRJ13,OUT049,2792.1672
FDD57,OUT045,1654.8884
FDW19,OUT035,1901.7367
DRD27,OUT018,1431.1648
FDH27,OUT027,3576.4724
NCW30,OUT027,6299.72
FDR40,OUT018,1089.5093
FDG05,OUT013,2509.8442
NCY41,OUT019,209.54074
FDI38,OUT018,2741.0264
FDR20,OUT046,852.3259
FDE09,OUT017,1853.9093
FDN50,OUT019,286.7696
DRF27,OUT045,2512.8567
DRF51,OUT013,628.5539
NCO02,OUT019,233.27779
FDB51,OUT027,1713.0865
FDJ50,OUT013,840.5101
FDN52,OUT013,1372.4708
FDX14,OUT013,1201.2664
FDT27,OUT019,682.6376
FDV10,OUT013,699.4361
FDU33,OUT046,906.6128
FDU58,OUT046,2908.444
NCP42,OUT027,5021.2886
FDL51,OUT027,4914.2905
DRH15,OUT027,1357.0469
FDU16,OUT017,1440.9987
FDW15,OUT017,2514.887
FDQ44,OUT045,2062.6055
NCI06,OUT027,4634.6074
DRK23,OUT019,706.5701
FDC28,OUT035,1889.3097
NCY17,OUT019,207.75238
NCV05,OUT018,2120.6458
FDM34,OUT019,395.21048
DRD60,OUT027,4611.046
FDT38,OUT046,1507.7527
FDQ57,OUT018,2042.6938
FDE59,OUT027,1136.1727
NCM43,OUT046,2531.8235
DRI51,OUT049,2930.5864
NCG30,OUT017,2101.5273
NCK54,OUT035,2007.51
FDQ16,OUT019,321.7278
FDI36,OUT013,2913.3215
FDX16,OUT027,3685.402
FDA34,OUT046,2677.4424
FDJ48,OUT018,3509.091
FDU47,OUT035,2372.4148
FDS39,OUT046,2284.308
FDD11,OUT046,3046.263
FDM16,OUT027,1951.7898
FDU56,OUT018,2511.5613
FDQ32,OUT017,2071.04
DRK35,OUT013,630.4833
FDA58,OUT049,3487.5469
DRG48,OUT019,431.04868
FDT59,OUT010,629.7984
FDQ31,OUT019,268.30563
FDS51,OUT018,844.6909
FDW32,OUT027,2217.8025
FDI15,OUT027,6275.1904
NCV30,OUT017,1060.9083
DRG25,OUT049,3126.7273
FDT02,OUT013,578.9388
FDO33,OUT027,2830.3833
FDP38,OUT035,908.4286
FDZ45,OUT035,3260.9875
NCA54,OUT027,4634.6074
FDU33,OUT017,776.343
FDN58,OUT017,3826.9531
FDI05,OUT045,1265.8094
FDM57,OUT019,281.96643
NCS42,OUT027,2301.009
FDB57,OUT045,3515.7732
FDC03,OUT045,3220.0854
FDZ58,OUT013,1928.6613
NCK29,OUT045,2106.1482
NCR53,OUT045,3488.3577
FDE26,OUT027,3540.4685
FDU52,OUT049,2658.6003
FDE41,OUT027,2156.456
FDU38,OUT018,2611.1619
FDA52,OUT017,2934.33
FDW46,OUT046,1226.7428
DRI59,OUT035,3663.3953
FDT38,OUT035,1470.5178
FDL33,OUT018,2634.2112
FDQ01,OUT027,6149.5723
FDJ08,OUT046,3018.7437
FDQ47,OUT049,733.6849
NCZ18,OUT013,4140.007
FDE29,OUT017,1026.4608
FDF10,OUT027,3546.2363
FDC48,OUT049,1486.1674
FDY58,OUT013,3482.367
NCX30,OUT010,811.5067
FDV11,OUT013,2821.358
FDT46,OUT046,949.3887
DRD01,OUT019,250.00801
FDQ11,OUT013,4590.034
NCM41,OUT017,1572.7871
NCC55,OUT013,585.57153
FDG45,OUT027,5491.685
NCQ54,OUT049,2836.5752
FDM34,OUT045,2244.0876
FDD17,OUT019,710.4966
FDN38,OUT027,6107.482
FDB53,OUT018,2060.249
NCL06,OUT035,3882.983
NCV18,OUT019,249.9942
FDX25,OUT013,2979.4163
FDB39,OUT046,1009.4318
FDC33,OUT049,3257.9402
NCO14,OUT018,549.66815
FDA58,OUT027,5894.9536
NCQ02,OUT017,3077.8755
NCR53,OUT017,3719.812
FDN52,OUT046,1547.1454
FDG26,OUT046,3973.7375
FDE23,OUT027,1332.7249
DRI37,OUT013,961.91846
DRH37,OUT018,2301.5447
FDO01,OUT035,2182.5554
FDK45,OUT049,2061.7065
FDP23,OUT049,3668.0928
FDM33,OUT035,3490.7917
FDD36,OUT017,1971.1631
FDL56,OUT017,1450.7106
FDT27,OUT010,804.5069
FDG52,OUT017,773.4771
NCL42,OUT035,3775.6033
DRJ24,OUT046,3032.5945
FDV38,OUT046,964.36554
FDT35,OUT045,2830.2986
FDY51,OUT045,3387.1038
FDC37,OUT017,1763.0874
NCP43,OUT013,2842.0227
FDO33,OUT045,1978.1486
FDW04,OUT018,1771.9331
NCC31,OUT046,2441.4087
FDK22,OUT049,3386.2163
FDJ50,OUT017,935.3724
FDV13,OUT017,1495.4103
DRL60,OUT017,2545.638
FDW03,OUT017,1754.9612
FDY27,OUT035,2980.3628
FDB39,OUT027,1544.8662
FDU59,OUT045,2620.3435
FDZ57,OUT049,2315.7888
FDO21,OUT049,3510.9692
FDS43,OUT018,2565.7373
FDU28,OUT010,556.76953
FDC51,OUT010,342.2178
FDW16,OUT010,283.61862
FDP32,OUT010,387.93756
FDB60,OUT019,553.3682
NCQ30,OUT046,1995.1981
FDD26,OUT049,3150.4563
FDI44,OUT045,1318.1427
DRH23,OUT046,1012.58655
FDO44,OUT046,1868.3049
FDG04,OUT046,3012.8572
FDM32,OUT027,2336.0815
FDM09,OUT013,2770.1174
FDZ47,OUT013,1588.917
FDM40,OUT027,3329.7202
FDY48,OUT017,1701.6965
NCM30,OUT045,781.0342
FDX36,OUT010,558.9179
DRF03,OUT017,703.70355
FDN51,OUT049,3610.121
FDM57,OUT049,1553.6357
FDB35,OUT049,1724.0425
FDY13,OUT027,2015.3077
FDA37,OUT017,2117.2498
NCX53,OUT017,2380.3318
FDD59,OUT018,1111.9542
FDX10,OUT019,238.14125
FDC03,OUT018,2571.47
FDW43,OUT035,3677.8323
FDW10,OUT046,2672.581
FDY14,OUT027,6251.117
FDV43,OUT045,810.7561
FDO40,OUT013,2403.1597
FDP46,OUT027,2324.9353
NCE43,OUT019,480.81085
FDD05,OUT035,2074.0535
FDJ60,OUT010,341.94238
DRE27,OUT018,1327.4647
FDO11,OUT035,4186.2827
DRG11,OUT027,2690.0999
FDK33,OUT010,697.07874
DRM23,OUT045,2787.6018
FDJ02,OUT027,3614.3757
NCZ05,OUT045,1784.6858
NCL30,OUT013,1997.672
FDZ19,OUT018,2391.5144
FDM45,OUT049,2168.1787
FDO36,OUT046,3055.6814
NCK31,OUT045,918.15765
DRJ37,OUT045,2606.4375
FDP24,OUT018,1701.5507
FDF46,OUT013,1712.0767
FDX46,OUT019,245.29842
NCL18,OUT045,3096.2026
FDJ26,OUT013,3589.6318
FDJ07,OUT045,1984.0847
FDY15,OUT013,2491.1772
DRG01,OUT045,1348.8483
FDF58,OUT045,1166.7925
FDZ14,OUT019,370.31995
FDP31,OUT049,1158.5776
FDH45,OUT013,691.6985
FDA09,OUT010,635.5488
FDW31,OUT035,3302.7607
FDA57,OUT046,832.38586
NCE55,OUT035,2965.3093
FDC17,OUT019,626.67175
FDC59,OUT013,1094.3021
FDA22,OUT013,2628.4849
FDK52,OUT035,3710.6357
NCM26,OUT046,2404.8516
NCT53,OUT035,2815.958
FDW45,OUT018,2091.4668
NCI18,OUT035,3566.9272
FDE38,OUT018,2264.8318
FDF08,OUT019,268.30563
FDY58,OUT010,727.4585
FDF58,OUT019,241.32254
FDX39,OUT017,3491.863
FDB44,OUT049,3468.0288
FDF28,OUT013,2036.6385
FDE39,OUT013,1865.6284
FDT37,OUT018,3529.7761
FDZ45,OUT017,3288.931
FDO40,OUT035,2556.7537
FDM57,OUT027,2150.0208
DRG36,OUT017,2866.6104
FDY36,OUT010,277.58926
DRL60,OUT027,3647.4841
FDS25,OUT019,336.09662
DRF49,OUT027,2772.784
FDP16,OUT045,3880.3484
FDS60,OUT049,3095.268
FDU15,OUT027,1193.4951
FDK43,OUT046,2103.1633
FDN25,OUT046,1090.8331
FDE53,OUT049,1844.4861
FDB22,OUT013,2440.9583
FDE39,OUT017,2009.0037
FDX35,OUT035,3862.0347
NCG54,OUT049,2864.2102
FDH27,OUT035,2470.399
NCK42,OUT013,3503.1885
FDS25,OUT049,1870.7358
FDI10,OUT018,2299.7126
FDU35,OUT035,1712.0319
FDI04,OUT017,3318.8025
DRK23,OUT035,3939.2693
FDB53,OUT019,437.2185
FDY02,OUT049,3943.4084
FDM60,OUT035,762.0119
NCJ31,OUT010,670.0622
DRP35,OUT017,2127.9275
NCQ30,OUT018,1732.9479
DRL11,OUT010,487.76553
FDU01,OUT013,3002.1694
FDR39,OUT035,3024.522
FDO08,OUT046,2699.6438
FDC02,OUT045,4145.898
NCZ29,OUT035,2211.667
FDF29,OUT010,376.10095
FDZ23,OUT017,3111.0232
NCU53,OUT018,2256.3247
NCW30,OUT013,4227.301
NCM26,OUT027,3874.6304
FDV50,OUT027,2993.7517
FDW15,OUT049,2539.3083
FDI35,OUT027,4585.895
FDO11,OUT017,4195.473
FDN48,OUT046,1672.5789
NCA17,OUT049,2576.0378
NCN54,OUT013,1236.5278
FDP22,OUT013,822.29614
NCB54,OUT035,2195.4233
FDD08,OUT045,698.0597
DRM48,OUT010,363.77435
FDG41,OUT027,2725.7195
FDE44,OUT027,1399.2374
FDE26,OUT035,2444.4768
NCS38,OUT013,1791.692
NCJ54,OUT018,3046.1812
FDI40,OUT019,293.98822
FDN45,OUT018,2912.3708
FDU43,OUT046,3561.257
FDI04,OUT010,586.94073
NCC07,OUT018,1483.8282
NCC07,OUT019,302.3693
NCD18,OUT045,3540.05
FDU55,OUT035,4057.349
FDX59,OUT035,689.0455
FDR52,OUT049,3185.7236
NCP17,OUT013,977.87177
FDQ32,OUT045,1660.2512
NCT17,OUT049,3126.9495
FDO10,OUT049,1110.8363
FDE32,OUT049,756.9771
FDN44,OUT045,2610.771
FDH02,OUT035,1214.798
FDK60,OUT013,1588.917
FDS24,OUT019,280.5869
FDL03,OUT010,665.7741
FDB46,OUT027,5370.4546
FDO48,OUT049,3826.2783
FDZ39,OUT049,1841.5493
FDT02,OUT027,1143.2739
FDC50,OUT013,1494.2842
FDP39,OUT035,938.0328
DRG15,OUT018,817.24164
FDP10,OUT018,1496.7758
FDF53,OUT027,4639.601
FDN34,OUT045,2876.398
FDK02,OUT045,2014.672
FDC23,OUT045,2923.1055
FDJ10,OUT019,455.1312
FDE53,OUT035,1855.2299
FDR25,OUT035,4241.7583
FDW50,OUT046,2731.978
FDS09,OUT049,1020.6059
FDW49,OUT010,461.7169
FDU51,OUT046,2809.0947
FDF28,OUT018,1724.0659
NCY30,OUT018,2439.3665
FDD44,OUT045,3885.9192
FDX09,OUT017,2953.6128
NCF30,OUT013,1981.9497
FDZ50,OUT019,593.5153
FDW37,OUT013,1413.8289
FDD11,OUT049,3511.1301
DRH39,OUT018,1051.6827
FDA36,OUT049,3144.5342
NCG43,OUT049,1669.551
FDF02,OUT035,1646.8463
FDP57,OUT027,2266.3677
NCE42,OUT017,3750.4568
NCR38,OUT027,5989.2427
FDP03,OUT019,390.58453
FDO51,OUT035,813.79846
NCQ42,OUT046,2104.9849
NCM41,OUT046,1563.1929
FDH48,OUT027,2105.0686
DRF60,OUT046,3063.6235
FDJ27,OUT035,1793.7593
FDQ14,OUT013,2400.1614
FDN27,OUT017,2008.2043
NCQ02,OUT046,2851.3828
FDJ33,OUT049,2234.2454
FDP07,OUT027,5049.783
DRE01,OUT049,3538.7705
FDU36,OUT045,1656.0492
FDL28,OUT017,3790.5867
NCX53,OUT046,2286.9553
FDZ39,OUT013,1697.4355
NCP42,OUT013,3135.8354
FDJ14,OUT035,1382.1669
FDK04,OUT049,1025.6124
NCC19,OUT017,3213.8098
FDS09,OUT018,678.7033
FDZ02,OUT046,1736.584
FDD35,OUT018,1884.1395
NCY42,OUT017,2414.759
FDB05,OUT045,3891.6885
FDF20,OUT035,3260.136
NCO41,OUT018,1379.209
FDC40,OUT027,2074.2234
FDV58,OUT045,3063.8884
FDZ57,OUT045,2267.16
DRM35,OUT046,2813.2178
DRN36,OUT018,1349.1094
FDQ13,OUT046,1488.4153
DRO35,OUT010,372.6804
NCD43,OUT035,1837.1299
FDA51,OUT018,1576.5875
NCX17,OUT027,5893.855
NCZ17,OUT049,807.62555
FDR11,OUT027,3930.9756
FDW34,OUT049,3511.6472
FDN50,OUT017,1564.9144
FDS09,OUT046,994.31616
FDS48,OUT018,2059.608
FDL44,OUT049,2775.6133
DRF48,OUT018,2541.96
FDA14,OUT018,2047.7345
NCD30,OUT049,1836.7517
FDI16,OUT017,865.97577
NCG06,OUT035,3864.7024
DRZ24,OUT035,2177.6619
NCS17,OUT045,1634.5605
FDB37,OUT045,4016.598
FDE10,OUT035,2336.18
FDC57,OUT045,3110.9727
FDM12,OUT018,2513.9006
FDE24,OUT049,2430.749
FDW22,OUT045,3435.062
DRD01,OUT027,1487.1932
NCZ18,OUT027,6224.9023
FDN49,OUT045,744.17975
FDR22,OUT035,1552.1416
FDV08,OUT019,208.32892
FDY39,OUT046,2888.3596
FDV36,OUT049,2188.421
FDO60,OUT045,827.8226
FDU04,OUT027,3014.7974
FDR20,OUT027,1390.765
FDW19,OUT019,331.3059
FDU40,OUT049,3263.9565
FDK15,OUT045,1688.9738
DRF15,OUT035,2565.42
FDQ25,OUT017,2883.496
FDI48,OUT019,221.06303
FDS49,OUT046,1371.9252
FDV22,OUT046,2589.9329
NCV42,OUT046,1838.0823
FDX26,OUT046,3016.2937
FDI33,OUT018,1269.0409
FDZ14,OUT049,2094.4563
FDG10,OUT013,934.9299
FDM38,OUT018,680.0276
FDG26,OUT027,6118.0586
FDH46,OUT035,1830.1896
FDN13,OUT018,1425.7473
FDU57,OUT035,2647.201
NCI06,OUT046,2746.2173
FDM38,OUT045,906.2078
NCG42,OUT010,421.1259
FDL39,OUT045,2973.1873
FDT31,OUT019,553.9413
FDV59,OUT013,3729.5713
FDB49,OUT035,1719.4375
FDD58,OUT049,1727.7501
DRN59,OUT046,851.79535
FDX48,OUT049,2707.513
FDQ11,OUT049,4123.3457
FDY12,OUT049,962.8998
FDQ11,OUT045,4171.465
DRI11,OUT017,1953.0048
FDY32,OUT027,4128.394
FDS51,OUT045,1121.4214
FDR19,OUT010,427.98157
DRB13,OUT018,2507.0234
FDS21,OUT035,1147.8239
FDQ40,OUT045,2900.3188
NCE55,OUT013,2800.8296
FDX43,OUT027,4185.7124
FDS12,OUT049,2188.421
DRK01,OUT027,2378.7275
FDN25,OUT017,938.74615
FDB60,OUT046,3114.072
FDQ13,OUT017,1417.5159
DRK13,OUT045,3045.256
DRF25,OUT018,424.66898
NCD42,OUT019,208.18925
FDW25,OUT045,1428.536
NCV29,OUT027,4607.2246
NCK42,OUT035,3474.5366
DRJ13,OUT027,3939.6333
DRD15,OUT017,3883.0466
FDM27,OUT045,2627.1826
FDZ50,OUT018,2425.713
FDC04,OUT046,3773.6133
FDF50,OUT049,3314.2268
FDP15,OUT045,3669.0503
FDK46,OUT035,3638.6216
FDZ56,OUT018,2477.2515
FDY60,OUT049,2530.9055
FDB10,OUT035,3602.8484
FDR57,OUT045,2665.0068
FDU58,OUT049,3140.207
FDH02,OUT046,1566.8308
FDP48,OUT013,2907.8752
FDI46,OUT035,3663.814
FDW56,OUT013,3189.6262
NCM19,OUT010,396.87885
FDS50,OUT027,5569.3643
FDK24,OUT013,755.25195
FDO36,OUT017,2896.768
FDK45,OUT027,2840.072
NCL05,OUT045,803.8651
FDL32,OUT018,1563.274
FDA28,OUT049,2178.7727
FDY36,OUT018,1073.5056
FDP32,OUT018,1795.0396
FDL50,OUT046,2148.1785
DRC24,OUT049,2668.2522
NCS18,OUT017,1826.6455
FDD16,OUT017,1279.2821
NCV18,OUT013,1318.6776
FDX07,OUT046,2945.8147
NCZ05,OUT027,2626.9417
NCI31,OUT013,590.2004
